# AKL - this is stupid, but be aware that I had to search and replace || -> | | a few times to get IDL to pick up the blanks. Switch to python ASAP.
# "EDD Distances"|"EDD Distances"|"EDD Distances"|"EDD Distances"|"EDD Distances"|"EDD Distances"|"EDD Distances"|"EDD Distances"|"EDD Distances"|"EDD Distances"|"EDD Distances"|"EDD Distances"|"EDD Distances"|"EDD Distances"|"EDD Distances"|"EDD Distances"|"EDD Distances"|"EDD Distances"|"EDD Distances"|"EDD Distances"|"EDD Distances"|"EDD Distances"
# pgc|Objname|Dist|e_D|Glon|Glat|SGL|SGB|Vhel|Vgsr|V_LS|SGX|SGY|SGZ|So|DM_T|eDM_T|DM_Q|DM_G|eDM_G|DM_N|GpID|NBG_ID
# %7s|%11s|%6.2f|%5s|%8.4f|%8.4f|%8.4f|%8.4f|%5d|%5d|%5d|%7.2f|%7.2f|%7.2f|%1d|%5.2f|%4.2f|%5.2f|%5.2f|%4.2f|%5.2f|%4d|%8s
# ---| |Mpc|Mpc|deg|deg|deg|deg|km/s|km/s|km/s|Mpc|Mpc|Mpc| |mag|mag|mag|mag|mag|mag| |
# "The Catalogue of Principal Galaxies (PGC) Number"|"Galaxy name"|Distance|"Uncertainty in distance"|"Galactic longitude"|"Galactic latitude"|"Supergalactic longitude"|"Supergalactic latitude"|"Heliocentric velocity"|"Velocity in Galactic stndard of rest (RC3)"|"Local Sheet reference frame (2008, ApJ,676,184)"|"Distance projected to SGX axis"|"Distance projected to SGX axis"|"Distance projected to SGX axis"|"Source: 1=CMDs/TRGB; 2=Quality Distances; 3=Cosmicflows-1 group distances; 4=Numerical Action kinematic model"|"Distance modulus from CMDs/TRGB catalog"|"Error in TRGB modulus"|"Distance modulus from Quality Distances catalog; 10% distance uncertainties"|"Distance modulus for group containing galaxy from Cosmicflows-1 catalog"|"Error in group modulus"|"Distance from velocity based on a Numerical Action model"|"Tully 3000 group identification number"|"Nearby Galaxies Catalog (1988) Group ID number"
53979|NGC5850|26.20|1.5|0.5163|48.6362|124.7038|32.1269|2555|2568|2534|-12.62|18.23|13.92|3| | | |32.09|0.12| |668|"41 -1  1"
54013|NGC5854|26.20|1.5|1.8607|49.1789|123.6057|32.5903|1736|1752|1720|-12.21|18.37|14.10|3| | | |32.09|0.12| |668|"41 -1  1"
54074|UGC09749|0.07|0.01|104.9512|44.8041|47.7130|27.1060|-235|-73|-19|0.04|0.04|0.03|2| | |19.16| | | |223|"14-12 12"
54097|NGC5861|28.00|5.5|348.5267|39.0529|138.7897|27.9495|1887|1862|1813|-18.64|16.33|13.15|3| | | |32.24|0.39| |678|"41 -6  1"
54106|ESO223-012|18.00| |323.1417|4.8093|175.8292|6.2480|1445|1314|1234|-18.29|1.33|2.01|4| | | | | |31.33|320|"16  0  0"
54111|NGC5864|26.20|1.5|2.8610|49.1513|123.2069|33.1529|1820|1839|1807|-12.00|18.34|14.32|3| | | |32.09|0.12| |668|"41 -1  1"
54117|NGC5879|15.50|0.9|93.2294|51.3966|58.4384|31.1916|772|922|964|6.94|11.29|8.02|3| | | |30.95|0.12| |811|"44 -1  1"
54119|NGC5869|24.90|2.5|359.9805|47.4195|126.1589|32.4358|2087|2098|2063|-12.39|16.96|13.35|2| | |31.98| | | |668|"41 -1  1"
54134|UGC09746|26.20|1.5|1.7368|48.2959|124.5447|32.9945|1735|1751|1718|-12.45|18.09|14.26|3| | | |32.09|0.12| |668|"41 -1  1"
54150|UGC09764|35.00| |102.4185|46.2995|50.0056|28.2278|2246|2406|2458|19.64|23.40|16.40|4| | | | | |32.70|789|"42  0  0"
54216|IC4522|33.00| |311.2881|-15.3132|194.6796|-7.5066|2850|2686|2606|-32.05|-8.39|-4.37|4| | | | | |32.62|1023|"55  0  1"
54234|NGC5894|35.80|4.7|96.5168|49.5065|55.2909|30.3909|2478|2632|2678|17.59|25.39|18.12|3| | | |32.77|0.27| |752|"42  9  9"
54238|UGC09762|35.00| |51.8487|59.2467|87.1356|36.9619|2275|2377|2387|1.39|27.67|20.85|4| | | | | |32.70|1306|"70  0  0"
54250|NGC5833|37.00| |312.9427|-12.7776|192.2739|-5.6914|2996|2835|2754|-35.96|-7.82|-3.67|4| | | | | |32.84|1020|"55 -1  1"
54262|UGC09760|26.20|1.5|1.8941|47.8070|124.9731|33.3429|2016|2032|2000|-12.54|17.92|14.39|3| | | |32.09|0.12| |668|"41 -1  1"
54267|NGC5866B|15.50|0.9|91.3266|51.8272|59.6412|31.9203|844|993|1034|6.64|11.34|8.19|3| | | |30.95|0.12| |811|"44 -1  1"
54288|PGC054288|37.00| |313.0288|-12.7279|192.2317|-5.6033|2963|2802|2721|-35.97|-7.80|-3.61|4| | | | | |32.84|1020|"55 -1  1"
54314|UGC09776|15.50|0.9|92.7667|51.0432|58.2819|31.6286|830|981|1024|6.93|11.22|8.12|3| | | |30.95|0.12| |811|"44 -1  1"
54324|IC4536|24.00| |344.1259|33.1585|146.1091|25.7726|2279|2237|2181|-18.10|12.16|10.53|4| | | | | |31.92|698|"41 10 10"
54348|ESO581-025|25.20|5.2|342.3439|31.1133|148.5963|24.5921|2277|2228|2169|-19.58|11.96|10.50|3| | | |32.01|0.41| |701|"41 11 11"
54364|NGC5878|26.70|5.5|347.1859|36.0929|142.3297|27.6576|1991|1961|1909|-18.70|14.44|12.38|3| | | |32.13|0.41| |697|"41-10 10"
54365|NGC5892|26.70|5.5|346.2595|35.1663|143.5338|27.1258|2287|2253|2200|-19.09|14.11|12.16|3| | | |32.13|0.41| |697|"41-10 10"
54392|ESO274-001|2.79|0.14|326.7990|9.3356|171.6176|10.2842|522|405|328|-2.72|0.40|0.50|1|27.23|0.10| | | | |242|"14-16 15"
54428|NGC5899|43.50|4.4|69.3983|57.2156|75.4121|36.2597|2562|2687|2711|8.83|33.91|25.70|3| | | |33.19|0.21| |1251|"72  1  1"
54429|NGC5885|28.00|5.5|350.9555|39.0401|138.1894|29.7610|2000|1983|1936|-18.15|16.24|13.93|3| | | |32.24|0.39| |678|"41 -6  1"
54431|NGC5900|43.50|4.4|69.6792|57.1672|75.2172|36.2318|2511|2637|2661|8.94|33.89|25.68|3| | | |33.19|0.21| |1251|"72  1  1"
54470|NGC5907|17.20|0.9|91.5842|51.0871|58.8190|32.2171|666|817|859|7.54|12.46|9.18|1|31.18|0.10| | | | |811|"44 -1  1"
54578|ESO068-001|37.00| |313.3972|-12.8361|192.3731|-5.2554|3210|3050|2970|-35.97|-7.89|-3.39|4| | | | | |32.84|1020|"55 -1  1"
54602|NGC5890|26.70|5.5|345.5431|32.9063|146.1530|26.9866|2122|2084|2030|-19.74|13.24|12.10|3| | | |32.13|0.41| |697|"41-10 10"
54625|NGC5898|29.10|2.9|340.9765|27.7250|152.4368|23.7994|2157|2101|2040|-23.61|12.32|11.75|2| | |32.32| | | |700|"41-11 11"
54644|ESO514-003|31.20|2.5|341.0365|27.6568|152.5053|23.8588|2313|2257|2196|-25.30|13.17|12.62|3| | | |32.47|0.17| |700|"41-11 11"
54646|NGC5903|33.90|3.4|341.0739|27.6961|152.4591|23.8880|2513|2457|2396|-27.47|14.33|13.72|2| | |32.65| | | |700|"41-11 11"
54670|ESO514-005|31.20|2.5|341.3357|27.8316|152.2866|24.1053|2288|2233|2173|-25.20|13.24|12.74|3| | | |32.47|0.17| |700|"41-11 11"
54685|ESO328-043|18.00| |330.6514|13.5461|167.5892|14.3456|1334|1233|1159|-17.46|3.84|4.57|4| | | | | |31.33|321|"16  0  0"
54716|ESO514-007|31.20|2.5|341.4568|27.6196|152.5061|24.2331|2304|2249|2189|-25.23|13.13|12.80|3| | | |32.47|0.17| |700|"41-11 11"
54755|ESO387-026|40.00| |333.3837|16.9557|164.1629|17.1201|3069|2979|2909|-37.11|10.53|11.88|4| | | | | |33.03|1283|"40  0  0"
54761|NGC5913|26.20|1.5|359.3861|43.3194|130.7062|34.0237|2004|2014|1977|-14.15|16.45|14.65|3| | | |32.09|0.12| |668|"41 -1  1"
54809|NGC5917|28.00|5.5|354.8753|39.8989|136.0779|32.3341|1903|1898|1856|-17.07|16.44|15.00|3| | | |32.24|0.39| |678|"41 -6  1"
54816|NGC5915|26.70|5.5|349.9044|35.7449|142.1053|29.8778|2273|2251|2202|-18.25|14.20|13.28|3| | | |32.13|0.41| |697|"41-10 10"
54849|NGC5921|14.00|3.2|8.1250|47.9388|121.9034|36.6837|1480|1513|1487|-5.93|9.53|8.36|3| | | |30.73|0.45| |690|"41  0  1"
54944|PGC054944|22.00| |358.3587|41.8139|132.7389|34.0061|1999|2005|1968|-12.31|13.32|12.24|4| | | | | |31.70|680|"41  6  1"
54976|UGC09837|43.70|4.7|92.9211|49.2423|56.4401|32.5331|2661|2817|2862|20.34|30.67|23.47|3| | | |33.20|0.22| |753|"42 10 10"
55076|NGC5929|32.20|3.8|67.8472|55.3095|75.2926|38.3492|2448|2578|2603|6.41|24.43|19.98|3| | | |32.54|0.24| |1250|"72 -1  1"
55078|UGC09845|29.80|4.3|14.2016|49.3689|117.1635|38.7054|1894|1942|1922|-10.61|20.68|18.62|3| | | |32.37|0.29| |1231|"71 -2  1"
55080|NGC5930|32.20|3.8|67.8543|55.3029|75.2842|38.3533|2617|2747|2772|6.42|24.43|19.99|3| | | |32.54|0.24| |1250|"72 -1  1"
55081|ESO582-012|25.00| |343.8596|28.0372|151.7850|26.2980|2315|2269|2211|-20.03|10.75|11.23|4| | | | | |32.02|702|"41 11 11"
55095|UGC09857|32.20|3.8|67.9115|55.2211|75.2007|38.4121|2332|2462|2487|6.45|24.40|20.01|3| | | |32.54|0.24| |1250|"72 -1  1"
55097|UGC09856|32.20|3.8|67.1648|55.3148|75.7415|38.5140|2495|2624|2649|6.21|24.43|20.06|3| | | |32.54|0.24| |1250|"72 -1  1"
55104|UGC09858|32.20|3.8|65.9011|55.4208|76.6333|38.7176|2623|2751|2775|5.81|24.45|20.15|3| | | |32.54|0.24| |1250|"72 -1  1"
55147|ESO042-007|37.00| |313.2921|-14.3035|193.8315|-5.4908|2971|2812|2732|-35.75|-8.80|-3.54|4| | | | | |32.84|1020|"55 -1  1"
55165|NGC5949|14.30|2.7|100.5709|44.9717|49.1797|29.9338|435|600|653|8.08|9.35|7.11|3| | | |30.77|0.37| |827|"44  0  0"
55209|ESO274-016|18.00| |331.2706|11.2567|169.9876|14.8135|1336|1236|1163|-17.57|3.10|4.72|4| | | | | |31.33|322|"16  0  0"
55281|NGC5937|21.00| |1.3271|41.3071|132.0891|36.2213|2807|2822|2788|-11.25|12.45|12.29|4| | | | | |31.59|669|"41  1  1"
55293|ESO008-008|27.00| |304.7507|-25.1529|204.3998|-14.0839|2269|2098|2023|-23.45|-10.64|-6.46|4| | | | | |32.12|1026|"55 -4  3"
55381|UGC09893|18.00|1.2|75.2054|52.9006|69.0076|38.1675|665|807|839|5.08|13.23|11.14|3| | | |31.28|0.14| |813|"44  0  1"
55419|NGC5963|15.50|0.9|89.9523|48.8860|57.3924|34.3439|652|810|854|6.89|10.77|8.74|3| | | |30.95|0.12| |811|"44 -1  1"
55427|ESO022-010|35.30|7.3|311.0110|-17.8799|197.2423|-7.9648|2683|2520|2442|-33.41|-10.37|-4.89|3| | | |32.74|0.41| |1021|"55 -2  1"
55435|NGC5951|25.50|3.0|23.5224|50.4493|110.1326|41.5855|1779|1849|1838|-6.56|17.89|16.90|3| | | |32.03|0.24| |1230|"71 -1  1"
55480|NGC5953|25.50|3.0|23.9179|50.3461|109.9210|41.8073|1964|2035|2025|-6.47|17.85|16.98|3| | | |32.03|0.24| |1230|"71 -1  1"
55482|NGC5954|25.50|3.0|23.9335|50.3391|109.9146|41.8185|1958|2029|2019|-6.46|17.85|16.98|3| | | |32.03|0.24| |1230|"71 -1  1"
55494|NGC5958|28.00| |45.1325|54.0431|91.7745|42.2425|2021|2127|2136|-0.63|20.47|18.60|4| | | | | |32.21|1247|"71  0  0"
55506|UGC09912|15.00| |25.9694|50.7489|108.1366|42.1257|1034|1109|1101|-3.46|10.57|10.06|4| | | | | |30.88|712|"41 16 16"
55515|NGC5961|24.00| |48.8972|54.1805|88.7950|42.1236|1754|1865|1877|0.38|17.95|16.24|4| | | | | |31.92|1236|"71 -6  6"
55576|PGC055576|24.00| |48.6206|53.9385|89.0036|42.3707|1655|1767|1778|0.31|17.88|16.32|4| | | | | |31.92|1236|"71 -6  6"
55588|NGC5962|25.50|3.0|26.2516|50.4730|108.1069|42.4539|1958|2034|2026|-5.84|17.86|17.19|3| | | |32.03|0.24| |1230|"71 -1  1"
55607|UGC09936|38.00| |71.3730|52.8387|71.4284|39.5089|2628|2768|2798|9.34|27.81|24.19|4| | | | | |32.90|1252|"72  1  1"
55616|PGC055616|15.50|0.9|87.8453|49.0312|58.5393|35.3683|663|821|864|6.59|10.77|8.96|3| | | |30.95|0.12| |811|"44 -1  1"
55637|NGC5964|20.00| |12.4155|45.2324|122.1432|40.6805|1447|1493|1471|-7.90|12.58|12.77|4| | | | | |31.46|691|"41  0  1"
55647|NGC5981|49.70|10.3|93.2148|46.9911|54.0371|33.5574|2527|2690|2738|24.30|33.49|27.45|3| | | |33.48|0.41| |1254|"72  0  0"
55660|UGC09941|29.80|4.3|21.4301|48.5486|113.0834|42.3907|1856|1923|1911|-8.62|20.24|20.08|3| | | |32.37|0.29| |1231|"71 -2  1"
55665|NGC5970|29.80|4.3|20.4120|48.1692|114.1237|42.2893|1957|2022|2009|-9.00|20.11|20.04|3| | | |32.37|0.29| |1231|"71 -2  1"
55674|NGC5982|43.70|4.7|93.0975|46.9237|54.0176|33.6607|2936|3099|3147|21.35|29.40|24.19|3| | | |33.20|0.22| |753|"42 10 10"
55694|NGC5974|24.00| |50.5093|53.4411|87.4515|42.8095|2007|2123|2136|0.79|17.74|16.45|4| | | | | |31.92|1236|"71 -6  6"
55695|ESO515-004|25.00| |343.7614|23.3124|157.0467|26.6985|2262|2213|2154|-20.85|8.83|11.39|4| | | | | |32.02|702|"41 11 11"
55725|NGC5985|43.70|4.7|92.9792|46.8296|53.9713|33.7787|2517|2680|2729|21.34|29.34|24.27|3| | | |33.20|0.22| |753|"42 10 10"
55799|IC4545|35.30|7.3|308.9750|-20.8289|200.1015|-10.0652|2696|2530|2453|-32.66|-11.95|-6.17|3| | | |32.74|0.41| |1021|"55 -2  1"
55809|UGC09992|10.00| |102.1907|42.3659|45.8873|29.8199|429|600|657|6.27|6.46|5.16|4| | | | | |30.08|828|"44  0  0"
55821|UGC09977|26.70|3.0|7.3436|41.3251|129.1612|40.1097|1912|1946|1918|-12.88|15.82|17.18|3| | | |32.13|0.23| |1235|"71 -5  5"
55833|UGC09979|26.70|3.0|7.1560|41.1174|129.4895|40.1050|1978|2011|1983|-12.97|15.74|17.18|3| | | |32.13|0.23| |1235|"71 -5  5"
55853|NGC5984|20.10|2.7|23.8669|48.1088|111.6021|43.6735|1107|1180|1171|-5.36|13.54|13.91|3| | | |31.52|0.27| |713|"41 16 16"
55887|UGC10054|24.00| |116.2681|32.9480|32.9433|21.1099|1499|1674|1743|18.95|12.28|8.72|4| | | | | |31.92|790|"42  0  0"
55954|UGC10031|15.20|2.7|95.2245|45.0739|51.2138|33.2934|888|1056|1107|7.96|9.91|8.35|3| | | |30.91|0.36| |812|"44 -2  1"
55967|IC4582|37.30|5.5|44.7773|51.6026|92.2641|44.6665|2145|2256|2266|-1.05|26.52|26.24|3| | | |32.86|0.41| |1240|"71  0  0"
55973|UGC10020|35.00|7.3|33.2212|49.8033|102.8737|44.9197|2089|2181|2181|-5.52|24.16|24.71|3| | | |32.72|0.41| |1238|"71  0  0"
55975|UGC10014|38.90|8.1|22.0201|46.7391|114.1099|44.0857|1126|1196|1185|-11.41|25.51|27.07|3| | | |32.95|0.41| |714|"41 16 16"
56006|PGC056006|42.00| |73.5019|50.7567|68.4973|40.5230|2788|2936|2969|11.56|29.35|26.96|4| | | | | |33.09|1255|"72  0  0"
56077|IC4555|35.30|7.3|311.5896|-18.3977|197.8037|-7.4540|2687|2526|2448|-33.34|-10.71|-4.58|3| | | |32.74|0.41| |1021|"55 -2  1"
56078|NGC5967|31.20|6.5|313.2985|-16.4950|196.0256|-5.6770|2853|2695|2617|-29.83|-8.57|-3.09|3| | | |32.47|0.41| |1024|"55  0  1"
56094|UGC10043|35.00|7.3|35.4690|49.5382|101.0337|45.6340|2156|2253|2256|-4.68|24.02|25.02|3| | | |32.72|0.41| |1238|"71  0  0"
56111|UGC10041|30.50|2.3|13.6325|42.4190|124.2193|43.1909|2172|2224|2203|-12.50|18.38|20.86|3| | | |32.42|0.16| |1239|"71  0  0"
56145|NGC6000|29.00| |343.3008|19.1741|161.6967|26.5303|2193|2140|2081|-24.50|8.10|12.88|4| | | | | |32.30|1284|"40  0  0"
56168|UGC10058|37.30|5.5|41.7109|50.1644|95.2079|45.8995|2154|2263|2271|-2.36|25.87|26.80|3| | | |32.86|0.41| |1240|"71  0  0"
56210|UGC10061|24.20|4.5|27.9213|47.1072|109.0171|45.9341|2087|2171|2167|-5.49|15.92|17.40|3| | | |31.92|0.37| |1232|"71 -3  3"
56219|NGC6015|15.20|2.7|95.6924|44.1246|50.0219|33.4392|833|1003|1056|8.15|9.72|8.38|3| | | |30.91|0.36| |812|"44 -2  1"
56337|NGC6010|26.70|3.0|9.5250|38.7300|130.8227|42.9340|1889|1930|1905|-12.76|14.78|18.17|3| | | |32.13|0.23| |1235|"71 -5  5"
56352|UGC10086|24.20|4.5|28.7668|46.4543|108.7205|46.7824|2301|2388|2385|-5.32|15.70|17.64|3| | | |31.92|0.37| |1232|"71 -3  3"
56386|UGC10095|31.20|6.5|72.1340|49.3706|68.4091|42.1624|1869|2020|2054|8.51|21.50|20.93|3| | | |32.47|0.41| |1304|"70  1  1"
56413|NGC6014|31.00| |15.7043|41.3464|123.9105|45.0564|2491|2549|2531|-12.29|18.29|22.08|4| | | | | |32.47|1248|"71  0  0"
56462|IC1153|18.00|1.8|76.1226|48.5102|64.9093|41.2796|748|904|942|5.75|12.27|11.89|2| | |31.28| | | |813|"44  0  1"
56475|NGC6017|29.80|3.0|16.0027|41.1042|123.9490|45.3855|1626|1685|1668|-11.68|17.35|21.20|2| | |32.37| | | |1239|"71  0  0"
56537|IC1151|24.20|4.5|30.3645|45.9035|107.6261|47.7703|2169|2261|2259|-4.93|15.51|17.93|3| | | |31.92|0.37| |1232|"71 -3  3"
56604|ESO009-001|32.20|6.7|308.5279|-22.1906|201.4634|-10.5468|2561|2395|2319|-29.47|-11.59|-5.90|3| | | |32.54|0.41| |1038|"55  0  0"
56723|IC1158|24.50|5.1|12.0559|37.8951|130.2105|45.0426|1925|1974|1952|-11.20|13.25|17.37|3| | | |31.95|0.41| |1234|"71  4  4"
56762|PGC056762|32.00| |32.6290|45.6092|105.6410|48.6835|2525|2623|2624|-5.76|20.57|24.30|4| | | | | |32.55|1241|"71  0  0"
56864|NGC6035|34.50|4.9|35.5929|45.9773|102.5000|49.0547|2236|2340|2344|-4.89|22.08|26.07|3| | | |32.69|0.29| |1242|"71  0  0"
57098|UGC10200|31.20|6.5|65.6330|48.0079|72.5941|45.5027|1954|2103|2134|6.54|20.86|22.25|3| | | |32.47|0.41| |1304|"70 -1  1"
57100|PGC057100|31.20|6.5|65.5933|48.0063|72.6270|45.5159|2038|2187|2218|6.53|20.86|22.25|3| | | |32.47|0.41| |1304|"70 -1  1"
57205|NGC6063|37.50|7.8|19.8852|39.9539|122.1258|48.2967|2847|2918|2906|-13.27|21.13|28.00|3| | | |32.87|0.41| |1249|"71  0  0"
57261|IC1197|23.40|2.7|19.5519|39.5083|122.8691|48.4394|1370|1441|1428|-8.44|13.06|17.54|3| | | |31.85|0.24| |1243|"71  0  0"
57345|NGC6070|28.70|3.2|12.4710|35.5907|132.6522|46.6325|2005|2057|2035|-13.36|14.50|20.87|3| | | |32.29|0.23| |1233|"71 -4  4"
57582|UGC10288|28.70|3.2|12.2856|34.1598|134.5261|47.2923|2046|2098|2076|-13.65|13.88|21.09|3| | | |32.29|0.23| |1233|"71 -4  4"
57590|UGC10290|28.70|3.2|13.3510|34.6977|133.1448|47.7294|1982|2037|2017|-13.20|14.09|21.24|3| | | |32.29|0.23| |1233|"71 -4  4"
57627|UGC10297|34.50|4.9|34.2515|42.6477|105.6848|51.8655|2306|2412|2416|-5.76|20.52|27.15|3| | | |32.69|0.29| |1242|"71  0  0"
57678|UGC10310|15.00| |73.6239|45.5288|64.1674|44.6698|715|878|917|4.65|9.60|10.54|4| | | | | |30.88|829|"44  0  0"
57719|ESO137-014|33.00| |327.3034|-5.5418|186.6835|9.2083|2764|2646|2573|-32.76|-3.84|5.35|4| | | | | |32.62|1133|"61  0  0"
57723|PGC057723|13.00| |1.9857|26.7607|149.2263|42.2896|975|993|958|-8.08|4.81|8.55|4| | | | | |30.52|723|"41  0  0"
57799|NGC6106|23.40|2.7|21.0088|37.1673|124.1376|50.9117|1450|1527|1516|-8.29|12.23|18.20|3| | | |31.85|0.24| |1243|"71  0  0"
57886|NGC6140|16.00| |97.4855|39.8517|44.6884|34.0443|910|1090|1149|9.51|9.41|9.04|4| | | | | |31.04|814|"44  0  1"
57888|ESO137-018|5.60|0.28|326.1060|-7.4257|188.4174|7.7856|606|484|410|-5.49|-0.81|0.76|1|28.74|0.10| | | | |243|"14 16 15"
57924|NGC6118|20.50|2.9|11.4571|31.4696|138.4860|48.0780|1571|1621|1599|-10.26|9.08|15.26|3| | | |31.56|0.29| |1244|"71  0  0"
58114|PGC058114|20.50|2.9|17.3233|33.3567|131.8510|51.1831|1546|1615|1600|-8.58|9.58|15.98|3| | | |31.56|0.29| |1244|"71  0  0"
58115|NGC6155|36.00| |75.1553|43.7138|61.3403|45.3692|2418|2587|2629|12.07|22.08|25.48|4| | | | | |32.77|1318|"70  0  0"
58370|UGC10419|33.00| |46.9403|41.8890|90.5499|54.4290|2623|2758|2777|-0.19|19.44|27.18|4| | | | | |32.62|1245|"71  0  0"
58423|NGC6168|30.30|4.0|37.5056|39.5490|103.5235|55.6043|2520|2639|2648|-4.01|16.66|25.03|3| | | |32.41|0.27| |1246|"71  0  0"
58470|NGC6181|30.30|4.0|37.1666|39.2082|104.1523|55.8481|2370|2489|2497|-4.16|16.52|25.11|3| | | |32.41|0.27| |1246|"71  0  0"
58477|NGC6217|23.00| |111.3165|33.3643|34.0073|25.1592|1361|1543|1611|17.35|11.70|9.83|4| | | | | |31.82|820|"44  0  5"
58501|UGC10445|18.10|2.1|48.8525|41.3699|88.0638|54.9252|962|1102|1123|0.35|10.40|14.82|3| | | |31.29|0.24| |816|"44 -4  4"
58547|ESO137-034|33.00| |329.1284|-7.0962|188.4915|10.8009|2747|2636|2564|-32.47|-4.85|6.26|4| | | | | |32.62|1134|"61  0  0"
58552|PGC058552|39.00| |80.0613|41.7184|55.7573|44.2366|2662|2838|2886|15.83|23.26|27.39|4| | | | | |32.97|1307|"70  0  0"
58714|PGC058714|30.00| |59.9101|41.3400|74.1934|53.2400|1905|2064|2096|4.88|17.23|23.97|4| | | | | |32.38|1308|"70  0  0"
58798|PGC058798|20.50|2.9|12.0474|25.7432|146.0367|51.1030|1562|1617|1595|-10.68|7.20|15.96|3| | | |31.56|0.29| |1244|"71  0  0"
58827|NGC6207|18.10|2.1|59.5364|40.6790|74.2379|53.9582|850|1010|1042|2.90|10.26|14.65|3| | | |31.29|0.24| |816|"44 -4  4"
58864|NGC6237|21.00|4.4|102.1859|35.7840|38.6232|31.9352|1126|1313|1377|13.92|11.12|11.10|3| | | |31.61|0.41| |818|"44 -6  5"
58891|NGC6236|21.00|4.4|102.7415|35.7741|38.4605|31.5061|1288|1474|1539|14.01|11.13|10.97|3| | | |31.61|0.41| |818|"44 -6  5"
58985|ESO179-013|13.10|2.4|330.6814|-7.9000|189.5239|12.2127|835|729|660|-12.65|-2.12|2.78|3| | | |30.59|0.37| |349|"19 -2  2"
59083|NGC6239|18.00| |67.3829|39.7643|64.6885|52.0258|947|1119|1159|4.85|10.26|14.54|4| | | | | |31.33|830|"44  0  0"
59112|NGC6215|15.60|1.7|329.7827|-9.2670|190.7736|11.1355|1559|1450|1381|-15.00|-2.85|3.00|3| | | |30.96|0.23| |350|"19 -3  2"
59124|ESO138-001|22.50|2.6|329.6092|-9.4395|190.9221|10.9410|2740|2631|2561|-21.68|-4.18|4.27|3| | | |31.76|0.24| |1112|"61  0  0"
59175|NGC6221|15.60|1.7|329.7397|-9.5726|191.0754|11.0488|1481|1372|1303|-14.99|-2.93|2.98|3| | | |30.96|0.23| |350|"19 -3  2"
59236|UGC10608|20.00| |80.7583|38.7474|52.0534|45.7365|1094|1278|1330|8.41|10.78|14.03|4| | | | | |31.46|831|"44  0  0"
59244|NGC6255|18.10|2.1|59.4854|38.3055|72.7872|56.1820|921|1086|1120|2.98|9.63|15.05|3| | | |31.29|0.24| |816|"44 -4  4"
59325|IC4618|35.00| |315.1284|-20.4266|200.1095|-4.2926|2982|2832|2758|-32.47|-11.89|-2.60|4| | | | | |32.70|1039|"55  0  0"
59373|ESO138-010|13.10|2.4|329.4250|-10.8100|192.2745|10.5592|1147|1037|968|-12.61|-2.74|2.40|3| | | |30.59|0.37| |349|"19 -2  2"
59386|NGC6283|20.00| |76.6279|38.1632|54.4952|48.5732|1093|1276|1326|7.53|10.55|14.69|4| | | | | |31.46|831|"44  0  0"
59410|UGC10669|12.00| |101.6508|34.6822|37.5230|32.6703|440|629|695|7.70|5.91|6.23|4| | | | | |30.31|815|"44 -3  3"
59497|ESO138-013|22.50|2.6|328.4460|-12.1218|193.4456|9.4141|2724|2611|2542|-21.58|-5.16|3.68|3| | | |31.76|0.24| |1112|"61  0  0"
59635|ESO138-014|15.60|1.7|328.4572|-12.6828|194.0094|9.3405|1508|1396|1326|-14.90|-3.72|2.53|3| | | |30.96|0.23| |350|"19 -3  2"
59668|UGC10736|12.00| |100.4718|34.2693|37.3872|33.7201|491|682|748|7.62|5.83|6.40|4| | | | | |30.31|815|"44 -3  3"
59742|NGC6340|19.70|3.9|103.7165|33.3553|35.4775|31.3723|1198|1388|1456|13.68|9.75|10.24|3| | | |31.47|0.39| |817|"44 -5  5"
59782|UGC10743|25.40|5.3|28.6680|25.8254|130.4002|63.5562|2568|2678|2681|-7.32|8.60|22.70|3| | | |32.02|0.41| |1319|"70  0  0"
59884|IC4633|35.00| |315.1245|-21.4592|201.1406|-4.3883|2938|2789|2716|-32.25|-12.47|-2.65|4| | | | | |32.70|1039|"55  0  0"
59888|UGC10792|13.40|2.8|106.9512|32.3149|33.6007|28.9565|1239|1428|1497|9.74|6.47|6.47|3| | | |30.63|0.41| |819|"44 -7  5"
60001|NGC6300|13.10|2.4|328.4916|-14.0520|195.3854|9.1636|1110|998|930|-12.49|-3.44|2.09|3| | | |30.59|0.37| |349|"19 -2  2"
60003|NGC6339|24.70|4.8|65.5716|34.5812|61.7201|57.1245|2111|2292|2335|6.34|11.79|20.71|3| | | |31.96|0.39| |1309|"70  0  0"
60029|NGC6305|22.50|2.6|331.7010|-12.1661|193.9976|12.5502|2770|2669|2602|-21.30|-5.31|4.89|3| | | |31.76|0.24| |1112|"61  0  0"
60032|PGC060032|13.10|2.4|332.8276|-11.4556|193.4640|13.7547|1087|990|924|-12.40|-2.97|3.12|3| | | |30.59|0.37| |349|"19 -2  2"
60052|UGC10806|18.00| |76.5787|35.0377|50.9171|50.6712|936|1126|1179|7.37|9.08|14.27|4| | | | | |31.33|832|"44  0  0"
60084|UGC10805|24.00| |36.1070|26.6658|116.5321|67.0000|1557|1689|1702|-4.23|8.46|22.29|4| | | | | |31.92|1261|"73  0  0"
60095|UGC10822|0.08|0.01|86.3678|34.7220|43.7891|44.2344|-288|-93|-34|0.04|0.04|0.06|2| | |19.49| | | |223|"14-12 12"
